anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
inventory_change|IQR|Abu Dhabi Distribution Center|2016-12-17 00:00:00|715,2016-12-17,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,328.0,3.182926829268293,High
inventory_change|IQR|Ajman Distribution Center|2016-09-18 00:00:00|625,2016-09-18,Ajman Distribution Center,inventory_change,IQR,-79.5,438.0,3.163157894736842,High
inventory_change|IQR|Ajman Distribution Center|2015-03-29 00:00:00|86,2015-03-29,Ajman Distribution Center,inventory_change,IQR,-79.5,436.0,3.142105263157895,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-02-11 00:00:00|405,2016-02-11,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,325.0,3.1411149825783973,High
inventory_change|IQR|Ajman Distribution Center|2015-08-20 00:00:00|230,2015-08-20,Ajman Distribution Center,inventory_change,IQR,-79.5,434.0,3.1210526315789475,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-08-11 00:00:00|587,2016-08-11,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,323.0,3.1132404181184667,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-01-11 00:00:00|740,2017-01-11,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,323.0,3.1132404181184667,High
inventory_change|IQR|Ajman Distribution Center|2017-06-02 00:00:00|882,2017-06-02,Ajman Distribution Center,inventory_change,IQR,-79.5,433.0,3.110526315789474,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-04-25 00:00:00|844,2017-04-25,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,321.0,3.0853658536585367,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-09-02 00:00:00|974,2017-09-02,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,318.0,3.043554006968641,High
inventory_change|IQR|Ajman Distribution Center|2015-11-20 00:00:00|322,2015-11-20,Ajman Distribution Center,inventory_change,IQR,-79.5,426.0,3.036842105263158,High
inventory_change|IQR|Ajman Distribution Center|2015-07-04 00:00:00|183,2015-07-04,Ajman Distribution Center,inventory_change,IQR,-79.5,425.0,3.026315789473684,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-03-31 00:00:00|819,2017-03-31,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,315.0,3.0017421602787455,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-02-10 00:00:00|1133,2018-02-10,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-02-20 00:00:00|778,2017-02-20,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-02-19 00:00:00|1142,2018-02-19,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-12-26 00:00:00|1087,2017-12-26,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-12-01 00:00:00|1062,2017-12-01,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-10-04 00:00:00|1004,2017-10-04,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-01-29 00:00:00|1121,2018-01-29,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-04-02 00:00:00|1184,2018-04-02,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-11.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-06-30 00:00:00|908,2017-06-30,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-03-20 00:00:00|806,2017-03-20,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,9.0,3.0,High
inventory_change|IQR|Ajman Distribution Center|2015-10-05 00:00:00|276,2015-10-05,Ajman Distribution Center,inventory_change,IQR,-79.5,422.0,2.9947368421052634,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-11-03 00:00:00|305,2015-11-03,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,313.0,2.9738675958188154,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-01-17 00:00:00|380,2016-01-17,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,313.0,2.9738675958188154,High
inventory_change|IQR|Ajman Distribution Center|2016-04-09 00:00:00|463,2016-04-09,Ajman Distribution Center,inventory_change,IQR,-79.5,420.0,2.973684210526316,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-04-01 00:00:00|455,2016-04-01,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,312.0,2.9599303135888504,High
inventory_change|IQR|Ajman Distribution Center|2015-01-13 00:00:00|11,2015-01-13,Ajman Distribution Center,inventory_change,IQR,-79.5,418.0,2.9526315789473685,High
inventory_change|IQR|Ajman Distribution Center|2017-04-17 00:00:00|836,2017-04-17,Ajman Distribution Center,inventory_change,IQR,-79.5,417.0,2.942105263157895,High
inventory_change|IQR|Ajman Distribution Center|2017-05-10 00:00:00|859,2017-05-10,Ajman Distribution Center,inventory_change,IQR,-79.5,416.0,2.931578947368421,High
inventory_change|IQR|Ajman Distribution Center|2017-01-12 00:00:00|741,2017-01-12,Ajman Distribution Center,inventory_change,IQR,-79.5,414.0,2.9105263157894736,High
inventory_change|IQR|Ajman Distribution Center|2017-08-09 00:00:00|950,2017-08-09,Ajman Distribution Center,inventory_change,IQR,-79.5,413.0,2.9,High
inventory_change|IQR|Ajman Distribution Center|2016-07-11 00:00:00|556,2016-07-11,Ajman Distribution Center,inventory_change,IQR,-79.5,413.0,2.9,High
inventory_change|IQR|Ajman Distribution Center|2016-03-17 00:00:00|440,2016-03-17,Ajman Distribution Center,inventory_change,IQR,-79.5,412.0,2.889473684210526,High
inventory_change|IQR|Ajman Distribution Center|2015-03-03 00:00:00|60,2015-03-03,Ajman Distribution Center,inventory_change,IQR,-79.5,412.0,2.889473684210526,High
inventory_change|IQR|Ajman Distribution Center|2016-08-27 00:00:00|603,2016-08-27,Ajman Distribution Center,inventory_change,IQR,-79.5,410.0,2.8684210526315788,High
inventory_change|IQR|Ajman Distribution Center|2015-12-14 00:00:00|346,2015-12-14,Ajman Distribution Center,inventory_change,IQR,-79.5,406.0,2.8263157894736843,High
inventory_change|IQR|Ajman Distribution Center|2016-05-01 00:00:00|485,2016-05-01,Ajman Distribution Center,inventory_change,IQR,-79.5,405.0,2.8157894736842106,High
inventory_change|IQR|Ajman Distribution Center|2017-06-24 00:00:00|904,2017-06-24,Ajman Distribution Center,inventory_change,IQR,-79.5,401.0,2.7736842105263158,High
inventory_change|IQR|Ajman Distribution Center|2017-03-03 00:00:00|791,2017-03-03,Ajman Distribution Center,inventory_change,IQR,-79.5,401.0,2.7736842105263158,High
inventory_change|IQR|Ajman Distribution Center|2017-02-06 00:00:00|766,2017-02-06,Ajman Distribution Center,inventory_change,IQR,-79.5,400.0,2.763157894736842,High
inventory_change|IQR|Ajman Distribution Center|2016-10-11 00:00:00|648,2016-10-11,Ajman Distribution Center,inventory_change,IQR,-79.5,400.0,2.763157894736842,High
inventory_change|IQR|Ajman Distribution Center|2015-09-12 00:00:00|253,2015-09-12,Ajman Distribution Center,inventory_change,IQR,-79.5,397.0,2.731578947368421,High
inventory_change|IQR|Dubai Distribution Center|2017-12-16 00:00:00|1079,2017-12-16,Dubai Distribution Center,inventory_change,IQR,-84.0,442.0,2.6944444444444446,High
inventory_change|IQR|Ajman Distribution Center|2015-10-29 00:00:00|300,2015-10-29,Ajman Distribution Center,inventory_change,IQR,-79.5,392.0,2.6789473684210527,High
inventory_change|IQR|Dubai Distribution Center|2018-01-28 00:00:00|1122,2018-01-28,Dubai Distribution Center,inventory_change,IQR,-84.0,439.0,2.6666666666666665,High
inventory_change|IQR|Ajman Distribution Center|2017-07-17 00:00:00|927,2017-07-17,Ajman Distribution Center,inventory_change,IQR,-79.5,387.0,2.626315789473684,High
daily_sales|IQR|Network|2017-12-24 00:00:00|1088,2017-12-24,Network,daily_sales,IQR,122569.795,252055.05,2.589423414620575,High
transport_cost|IQR|National Freight Partners|2017-03-21 00:00:00|16205,2017-03-21,National Freight Partners,transport_cost,IQR,64.0,322.69,2.588940173974791,High
transport_cost|IQR|National Freight Partners|2017-07-14 00:00:00|136663,2017-07-14,National Freight Partners,transport_cost,IQR,64.0,322.63,2.5878750221906617,High
transport_cost|IQR|National Freight Partners|2016-07-27 00:00:00|151336,2016-07-27,National Freight Partners,transport_cost,IQR,64.0,322.63,2.5878750221906617,High
transport_cost|IQR|National Freight Partners|2017-06-29 00:00:00|48110,2017-06-29,National Freight Partners,transport_cost,IQR,64.0,322.49,2.5853896680276938,High
transport_cost|IQR|National Freight Partners|2017-07-12 00:00:00|117529,2017-07-12,National Freight Partners,transport_cost,IQR,64.0,322.48,2.585212142730339,High
transport_cost|IQR|National Freight Partners|2015-12-11 00:00:00|133175,2015-12-11,National Freight Partners,transport_cost,IQR,64.0,322.42,2.58414699094621,High
transport_cost|IQR|National Freight Partners|2017-05-24 00:00:00|162,2017-05-24,National Freight Partners,transport_cost,IQR,64.0,322.34,2.58272678856737,High
transport_cost|IQR|National Freight Partners|2016-03-03 00:00:00|4078,2016-03-03,National Freight Partners,transport_cost,IQR,64.0,322.28,2.581661636783241,High
transport_cost|IQR|National Freight Partners|2016-01-03 00:00:00|48314,2016-01-03,National Freight Partners,transport_cost,IQR,64.0,322.25,2.5811290608911768,High
transport_cost|IQR|National Freight Partners|2015-02-20 00:00:00|176743,2015-02-20,National Freight Partners,transport_cost,IQR,64.0,322.14,2.579176282620273,High
transport_cost|IQR|National Freight Partners|2016-03-29 00:00:00|71597,2016-03-29,National Freight Partners,transport_cost,IQR,64.0,322.13,2.578998757322918,High
transport_cost|IQR|National Freight Partners|2015-01-15 00:00:00|117359,2015-01-15,National Freight Partners,transport_cost,IQR,64.0,322.05,2.5775785549440795,High
transport_cost|IQR|National Freight Partners|2016-10-04 00:00:00|113157,2016-10-04,National Freight Partners,transport_cost,IQR,64.0,322.05,2.5775785549440795,High
transport_cost|IQR|National Freight Partners|2016-02-28 00:00:00|97403,2016-02-28,National Freight Partners,transport_cost,IQR,64.0,322.02,2.577045979052014,High
transport_cost|IQR|National Freight Partners|2017-05-31 00:00:00|69212,2017-05-31,National Freight Partners,transport_cost,IQR,64.0,322.01,2.57686845375466,High
transport_cost|IQR|National Freight Partners|2016-07-16 00:00:00|18070,2016-07-16,National Freight Partners,transport_cost,IQR,64.0,321.99,2.57651340315995,High
transport_cost|IQR|National Freight Partners|2016-06-17 00:00:00|97312,2016-06-17,National Freight Partners,transport_cost,IQR,64.0,321.97,2.576158352565241,High
transport_cost|IQR|National Freight Partners|2016-12-18 00:00:00|117728,2016-12-18,National Freight Partners,transport_cost,IQR,64.0,321.77,2.5726078466181423,High
transport_cost|IQR|National Freight Partners|2017-06-06 00:00:00|117765,2017-06-06,National Freight Partners,transport_cost,IQR,64.0,321.76,2.572430321320788,High
transport_cost|IQR|National Freight Partners|2016-10-26 00:00:00|48269,2016-10-26,National Freight Partners,transport_cost,IQR,64.0,321.56,2.5688798153736907,High
transport_cost|IQR|National Freight Partners|2017-07-27 00:00:00|78366,2017-07-27,National Freight Partners,transport_cost,IQR,64.0,321.49,2.5676371382922065,High
inventory_change|IQR|Sharjah Distribution Center|2017-12-16 00:00:00|1079,2017-12-16,Sharjah Distribution Center,inventory_change,IQR,-35.0,177.0,2.566666666666667,High
transport_cost|IQR|National Freight Partners|2015-07-10 00:00:00|177000,2015-07-10,National Freight Partners,transport_cost,IQR,64.0,321.43,2.566571986508077,High
transport_cost|IQR|National Freight Partners|2015-03-05 00:00:00|47965,2015-03-05,National Freight Partners,transport_cost,IQR,64.0,321.41,2.566216935913368,High
transport_cost|IQR|National Freight Partners|2017-08-12 00:00:00|117274,2017-08-12,National Freight Partners,transport_cost,IQR,64.0,321.39,2.5658618853186574,High
transport_cost|IQR|National Freight Partners|2016-04-01 00:00:00|176979,2016-04-01,National Freight Partners,transport_cost,IQR,64.0,321.34,2.564974258831883,High
transport_cost|IQR|National Freight Partners|2015-09-06 00:00:00|117536,2015-09-06,National Freight Partners,transport_cost,IQR,64.0,321.27,2.5637315817503987,High
transport_cost|IQR|National Freight Partners|2015-03-02 00:00:00|71663,2015-03-02,National Freight Partners,transport_cost,IQR,64.0,321.25,2.5633765311556895,High
transport_cost|IQR|National Freight Partners|2017-12-15 00:00:00|29174,2017-12-15,National Freight Partners,transport_cost,IQR,64.0,321.23,2.56302148056098,High
transport_cost|IQR|National Freight Partners|2017-11-16 00:00:00|44424,2017-11-16,National Freight Partners,transport_cost,IQR,64.0,321.15,2.5616012781821405,High
transport_cost|IQR|National Freight Partners|2016-08-22 00:00:00|169059,2016-08-22,National Freight Partners,transport_cost,IQR,64.0,320.95,2.558050772235043,High
transport_cost|IQR|National Freight Partners|2016-10-31 00:00:00|29358,2016-10-31,National Freight Partners,transport_cost,IQR,64.0,320.94,2.5578732469376884,High
transport_cost|IQR|National Freight Partners|2015-12-18 00:00:00|48029,2015-12-18,National Freight Partners,transport_cost,IQR,64.0,320.91,2.5573406710456243,High
transport_cost|IQR|National Freight Partners|2015-02-01 00:00:00|157395,2015-02-01,National Freight Partners,transport_cost,IQR,64.0,320.9,2.5571631457482686,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-02-06 00:00:00|766,2017-02-06,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,283.0,2.5557491289198606,High
transport_cost|IQR|National Freight Partners|2017-03-10 00:00:00|107177,2017-03-10,National Freight Partners,transport_cost,IQR,64.0,320.78,2.55503284218001,High
transport_cost|IQR|National Freight Partners|2017-08-17 00:00:00|177076,2017-08-17,National Freight Partners,transport_cost,IQR,64.0,320.57,2.551304810935558,High
transport_cost|IQR|National Freight Partners|2017-05-18 00:00:00|137629,2017-05-18,National Freight Partners,transport_cost,IQR,64.0,320.56,2.5511272856382035,High
transport_cost|IQR|National Freight Partners|2016-01-30 00:00:00|44370,2016-01-30,National Freight Partners,transport_cost,IQR,64.0,320.42,2.548641931475235,High
transport_cost|IQR|National Freight Partners|2016-11-17 00:00:00|112273,2016-11-17,National Freight Partners,transport_cost,IQR,64.0,320.37,2.5477543049884606,High
transport_cost|IQR|National Freight Partners|2016-04-27 00:00:00|44643,2016-04-27,National Freight Partners,transport_cost,IQR,64.0,320.36,2.547576779691106,High
transport_cost|IQR|National Freight Partners|2017-04-05 00:00:00|39065,2017-04-05,National Freight Partners,transport_cost,IQR,64.0,320.2,2.5447363749334277,High
transport_cost|IQR|National Freight Partners|2015-06-18 00:00:00|19961,2015-06-18,National Freight Partners,transport_cost,IQR,64.0,320.12,2.5433161725545887,High
transport_cost|IQR|National Freight Partners|2016-04-10 00:00:00|130822,2016-04-10,National Freight Partners,transport_cost,IQR,64.0,320.11,2.543138647257234,High
transport_cost|IQR|National Freight Partners|2015-03-05 00:00:00|11351,2015-03-05,National Freight Partners,transport_cost,IQR,64.0,320.06,2.5422510207704594,High
transport_cost|IQR|National Freight Partners|2016-05-06 00:00:00|51039,2016-05-06,National Freight Partners,transport_cost,IQR,64.0,320.06,2.5422510207704594,High
transport_cost|IQR|National Freight Partners|2015-11-30 00:00:00|48005,2015-11-30,National Freight Partners,transport_cost,IQR,64.0,319.85,2.5385229895260077,High
transport_cost|IQR|National Freight Partners|2016-11-25 00:00:00|44659,2016-11-25,National Freight Partners,transport_cost,IQR,64.0,319.85,2.5385229895260077,High
transport_cost|IQR|National Freight Partners|2016-11-17 00:00:00|112272,2016-11-17,National Freight Partners,transport_cost,IQR,64.0,319.83,2.538167938931297,High
transport_cost|IQR|National Freight Partners|2017-03-10 00:00:00|117324,2017-03-10,National Freight Partners,transport_cost,IQR,64.0,319.71,2.5360376353630385,High
transport_cost|IQR|National Freight Partners|2016-07-03 00:00:00|78823,2016-07-03,National Freight Partners,transport_cost,IQR,64.0,319.66,2.535150008876265,High
transport_cost|IQR|National Freight Partners|2017-08-15 00:00:00|44105,2017-08-15,National Freight Partners,transport_cost,IQR,64.0,319.58,2.5337298064974254,High
transport_cost|IQR|National Freight Partners|2016-08-24 00:00:00|44546,2016-08-24,National Freight Partners,transport_cost,IQR,64.0,319.51,2.5324871294159412,High
transport_cost|IQR|National Freight Partners|2015-08-21 00:00:00|168967,2015-08-21,National Freight Partners,transport_cost,IQR,64.0,319.48,2.531954553523877,High
transport_cost|IQR|National Freight Partners|2015-12-14 00:00:00|71577,2015-12-14,National Freight Partners,transport_cost,IQR,64.0,319.33,2.5292916740635536,High
transport_cost|IQR|National Freight Partners|2017-03-21 00:00:00|55871,2017-03-21,National Freight Partners,transport_cost,IQR,64.0,319.23,2.5275164210900054,High
transport_cost|IQR|National Freight Partners|2016-04-26 00:00:00|122269,2016-04-26,National Freight Partners,transport_cost,IQR,64.0,319.22,2.5273388957926506,High
transport_cost|IQR|National Freight Partners|2015-01-17 00:00:00|157400,2015-01-17,National Freight Partners,transport_cost,IQR,64.0,319.13,2.5257411681164563,High
transport_cost|IQR|National Freight Partners|2016-10-09 00:00:00|4096,2016-10-09,National Freight Partners,transport_cost,IQR,64.0,319.12,2.5255636428191015,High
transport_cost|IQR|National Freight Partners|2017-05-15 00:00:00|117334,2017-05-15,National Freight Partners,transport_cost,IQR,64.0,319.05,2.5243209657376178,High
